"subject","rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","responses","key_press","group","native","AOL","LearnType1","LearnType2","LearnType3","LearnType4","LearnType5","LearnType6","which","AOA","timespent","audiostim","audiogiven","pic_choices","leftpic","rightpic","correct","vowelcontrast","lge"
"qlxa","1350.599999994","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",276,868704,"0.0-12.0-1.57","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","tour.wav","tour","tuer_tour","tour","tuer",0,"y/u","ns"
"qlxa","383.5","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",278,870703,"0.0-12.0-1.58","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"qlxa","694.20000000298","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",282,876256,"0.0-12.0-1.60","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"qlxa","919.29999999702","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",284,878409,"0.0-12.0-1.61","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"qlxa","1247.5","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",286,881297,"0.0-12.0-1.62","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"qlxa","959.5","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",290,885833,"0.0-12.0-1.64","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"qlxa","1296.1999999881","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",294,891145,"0.0-12.0-1.66","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"qlxa","1403.799999997","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",296,893842,"0.0-12.0-1.67","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"qlxa","511.70000000298","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",298,895585,"0.0-12.0-1.68","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"qlxa","1285.299999997","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",300,898489,"0.0-12.0-1.69","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","spuelen2.wav","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"qlxa","661.29999999702","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",304,902665,"0.0-12.0-1.71","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"qlxa","843.40000000596","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",306,904874,"0.0-12.0-1.72","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"qlxa","3787.5","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",308,909995,"0.0-12.0-1.73","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","blueten.wav","blueten","bluten_blueten","blueten","bluten",0,"y/u","ns"
"qlxa","455.5","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",316,917757,"0.0-12.0-1.77","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"qlxa","834.79999999702","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",318,920052,"0.0-12.0-1.78","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","schief.wav","schief","schief_schiff","schief","schiff",1,"i/I","ns"
"qlxa","434.30000001192","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",320,921788,"0.0-12.0-1.79","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"qlxa","1064.3000000119","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",322,924084,"0.0-12.0-1.80","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"qlxa","1296.700000003","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",330,932420,"0.0-12.0-1.84","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"qlxa","936.89999999106","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",332,934876,"0.0-12.0-1.85","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"qlxa","639.20000000298","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",334,937133,"0.0-12.0-1.86","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"qlxa","82.79999999702","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",336,938829,"0.0-12.0-1.87","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"qlxa","NULL","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",338,945265,"0.0-12.0-1.88","NULL","NULL","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","still.wav","still","still_stiel","still","stiel",0,"i/I","ns"
"qlxa","133.70000000298","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",346,953857,"0.0-12.0-1.92","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"qlxa","1824.299999997","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",348,957017,"0.0-12.0-1.93","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","bluten.wav","bluten","bluten_blueten","blueten","bluten",0,"y/u","ns"
"qlxa","495.09999999404","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",350,959153,"0.0-12.0-1.94","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"qlxa","382.40000000596","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",352,960897,"0.0-12.0-1.95","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"qlxa","567","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",356,964537,"0.0-12.0-1.97","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","tour.wav","tour","tuer_tour","tour","tuer",0,"y/u","ns"
"qlxa","340.10000000894","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",360,968321,"0.0-12.0-1.99","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"qlxa","940.29999999702","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",364,973065,"0.0-12.0-1.101","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"qlxa","399.29999999702","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",370,978690,"0.0-12.0-1.104","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"qlxa","525.20000000298","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",372,980674,"0.0-12.0-1.105","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","schief.wav","schief","schief_schiff","schief","schiff",1,"i/I","ns"
"qlxa","516.19999998808","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",376,984722,"0.0-12.0-1.107","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"qlxa","4429.200000003","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",378,990488,"0.0-12.0-1.108","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","blueten.wav","blueten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"qlxa","222.90000000596","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",384,995953,"0.0-12.0-1.111","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"qlxa","477.09999999404","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",386,997664,"0.0-12.0-1.112","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"qlxa","666.59999999404","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",388,999625,"0.0-12.0-1.113","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"qlxa","745.89999999106","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",390,1001609,"0.0-12.0-1.114","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"qlxa","307.09999999404","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",392,1003433,"0.0-12.0-1.115","NULL","80","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"qlxa","350.20000000298","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",400,1010361,"0.0-12.0-1.119","NULL","81","Nein","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","31","fast fünf Jahre","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"rxrx","1597","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",163,598248,"0.0-12.0-1.0","NULL","81","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","miete.wav","miete","miete_mitte","mitte","miete",0,"i/I","ns"
"rxrx","576","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",165,600458,"0.0-12.0-1.1","NULL","80","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"rxrx","1136","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",173,609687,"0.0-12.0-1.5","NULL","80","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","bluten.wav","bluten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"rxrx","2139","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",177,615669,"0.0-12.0-1.7","NULL","80","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","spulen.wav","spulen","spielen_spulen","spulen","spielen",0,"i/u","ns"
"rxrx","1061","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",181,620762,"0.0-12.0-1.9","NULL","80","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","schief.wav","schief","schief_schiff","schief","schiff",0,"i/I","ns"
"rxrx","3897","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",183,626030,"0.0-12.0-1.10","NULL","80","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"rxrx","431","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",185,628091,"0.0-12.0-1.11","NULL","80","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"rxrx","1438","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",187,630837,"0.0-12.0-1.12","NULL","80","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"rxrx","816","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",193,639327,"0.0-12.0-1.15","NULL","80","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"rxrx","1168","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",195,641730,"0.0-12.0-1.16","NULL","81","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"rxrx","323","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",197,643583,"0.0-12.0-1.17","NULL","80","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"rxrx","1561","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",199,646670,"0.0-12.0-1.18","NULL","81","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"rxrx","21","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",203,650402,"0.0-12.0-1.20","NULL","80","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","spuelen2.wav","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"rxrx","251","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",207,654141,"0.0-12.0-1.22","NULL","80","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"rxrx","1728","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",213,661349,"0.0-12.0-1.25","NULL","81","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"rxrx","499","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",215,663098,"0.0-12.0-1.26","NULL","81","Nein","Spanisch","24","classeshome",NA,NA,NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land besucht","26","1 Jahr","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
